"","confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"957",9359,45.34,"2020-09-03 14:13:42.024",1.86,174,"52.89","남성",3094,"null"
"958",466,2.28,"2020-09-02 14:13:06.116",0,0,"0.00","0-9",3082,"null"
"959",1174,5.74,"2020-09-02 14:13:06.116",0,0,"0.00","10-19",3081,"null"
"960",4388,21.46,"2020-09-02 14:13:06.116",0,0,"0.00","20-29",3080,"null"
"961",2540,12.42,"2020-09-02 14:13:06.115",0.08,2,"0.61","30-39",3079,"null"
"962",2741,13.4,"2020-09-02 14:13:06.115",0.15,4,"1.23","40-49",3078,"null"
"963",3732,18.25,"2020-09-02 14:13:06.115",0.43,16,"4.91","50-59",3077,"null"
"964",3064,14.98,"2020-09-02 14:13:06.115",1.37,42,"12.88","60-69",3076,"null"
"965",1534,7.5,"2020-09-02 14:13:06.115",6.39,98,"30.06","70-79",3075,"null"
"966",810,3.96,"2020-09-02 14:13:06.115",20.25,164,"50.31","80 이상",3074,"null"
"967",11177,54.66,"2020-09-02 14:13:06.115",1.37,153,"46.93","여성",3073,"null"
"968",9272,45.34,"2020-09-02 14:13:06.114",1.87,173,"53.07","남성",3072,"null"
"969",456,2.26,"2020-09-01 14:35:15.339",0,0,"0.00","0-9",3060,"null"
"970",1162,5.76,"2020-09-01 14:35:15.339",0,0,"0.00","10-19",3059,"null"
"971",4345,21.53,"2020-09-01 14:35:15.339",0,0,"0.00","20-29",3058,"null"
"972",2515,12.46,"2020-09-01 14:35:15.339",0.08,2,"0.62","30-39",3057,"null"
"973",2717,13.46,"2020-09-01 14:35:15.339",0.15,4,"1.23","40-49",3056,"null"
"974",3684,18.25,"2020-09-01 14:35:15.338",0.43,16,"4.94","50-59",3055,"null"
"975",3013,14.93,"2020-09-01 14:35:15.338",1.39,42,"12.96","60-69",3054,"null"
"976",1494,7.4,"2020-09-01 14:35:15.338",6.49,97,"29.94","70-79",3053,"null"
"977",796,3.94,"2020-09-01 14:35:15.338",20.48,163,"50.31","80 이상",3052,"null"
"978",11043,54.72,"2020-09-01 14:35:15.338",1.38,152,"46.91","여성",3051,"null"
"979",9139,45.28,"2020-09-01 14:35:15.338",1.88,172,"53.09","남성",3050,"null"
"980",442,2.22,"2020-08-31 14:14:03.258",0,0,"0.00","0-9",3049,"null"
"981",1145,5.74,"2020-08-31 14:14:03.257",0,0,"0.00","10-19",3048,"null"
"982",4320,21.66,"2020-08-31 14:14:03.257",0,0,"0.00","20-29",3047,"null"
"983",2491,12.49,"2020-08-31 14:14:03.257",0.08,2,"0.62","30-39",3046,"null"
"984",2692,13.5,"2020-08-31 14:14:03.257",0.15,4,"1.23","40-49",3045,"null"
"985",3639,18.24,"2020-08-31 14:14:03.257",0.44,16,"4.94","50-59",3044,"null"
"986",2968,14.88,"2020-08-31 14:14:03.257",1.42,42,"12.96","60-69",3043,"null"
"987",1464,7.34,"2020-08-31 14:14:03.257",6.63,97,"29.94","70-79",3042,"null"
"988",786,3.94,"2020-08-31 14:14:03.256",20.74,163,"50.31","80 이상",3041,"null"
"989",10922,54.76,"2020-08-31 14:14:03.256",1.39,152,"46.91","여성",3040,"null"
"990",9025,45.24,"2020-08-31 14:14:03.256",1.91,172,"53.09","남성",3039,"null"
"991",432,2.19,"2020-08-30 14:19:45.338",0,0,"0.00","0-9",3016,"null"
"992",1134,5.76,"2020-08-30 14:19:45.338",0,0,"0.00","10-19",3015,"null"
"993",4277,21.71,"2020-08-30 14:19:45.338",0,0,"0.00","20-29",3014,"null"
"994",2476,12.57,"2020-08-30 14:19:45.338",0.08,2,"0.62","30-39",3013,"null"
"995",2664,13.52,"2020-08-30 14:19:45.338",0.15,4,"1.24","40-49",3012,"null"
"996",3590,18.22,"2020-08-30 14:19:45.337",0.45,16,"4.95","50-59",3011,"null"
"997",2913,14.79,"2020-08-30 14:19:45.337",1.44,42,"13.00","60-69",3010,"null"
"998",1438,7.3,"2020-08-30 14:19:45.337",6.68,96,"29.72","70-79",3009,"null"
"999",775,3.93,"2020-08-30 14:19:45.337",21.03,163,"50.46","80 이상",3008,"null"
"1000",10788,54.76,"2020-08-30 14:19:45.337",1.4,151,"46.75","여성",3007,"null"
"1001",8911,45.24,"2020-08-30 14:19:45.337",1.93,172,"53.25","남성",3006,"null"
"1002",422,2.18,"2020-08-29 09:57:44.567",0,0,"0.00","0-9",2972,"null"
"1003",1122,5.78,"2020-08-29 09:57:44.566",0,0,"0.00","10-19",2971,"null"
"1004",4233,21.82,"2020-08-29 09:57:44.566",0,0,"0.00","20-29",2970,"null"
"1005",2437,12.56,"2020-08-29 09:57:44.566",0.08,2,"0.62","30-39",2969,"null"
"1006",2627,13.54,"2020-08-29 09:57:44.566",0.15,4,"1.25","40-49",2968,"null"
"1007",3535,18.22,"2020-08-29 09:57:44.566",0.45,16,"4.98","50-59",2967,"null"
"1008",2840,14.64,"2020-08-29 09:57:44.566",1.48,42,"13.08","60-69",2966,"null"
"1009",1417,7.3,"2020-08-29 09:57:44.566",6.7,95,"29.60","70-79",2965,"null"
"1010",767,3.95,"2020-08-29 09:57:44.566",21.12,162,"50.47","80 이상",2964,"null"
"1011",10643,54.86,"2020-08-29 09:57:44.566",1.42,151,"47.04","여성",2963,"null"
"1012",8757,45.14,"2020-08-29 09:57:44.565",1.94,170,"52.96","남성",2962,"null"
"1013",406,2.13,"2020-08-28 14:27:47.313",0,0,"0.00","0-9",2961,"null"
"1014",1104,5.79,"2020-08-28 14:27:47.313",0,0,"0.00","10-19",2960,"null"
"1015",4202,22.03,"2020-08-28 14:27:47.313",0,0,"0.00","20-29",2959,"null"
"1016",2401,12.59,"2020-08-28 14:27:47.313",0.08,2,"0.63","30-39",2958,"null"
"1017",2580,13.52,"2020-08-28 14:27:47.313",0.16,4,"1.27","40-49",2957,"null"
"1018",3481,18.25,"2020-08-28 14:27:47.313",0.46,16,"5.06","50-59",2956,"null"
"1019",2773,14.54,"2020-08-28 14:27:47.313",1.48,41,"12.97","60-69",2955,"null"
"1020",1381,7.24,"2020-08-28 14:27:47.312",6.81,94,"29.75","70-79",2954,"null"
"1021",749,3.93,"2020-08-28 14:27:47.312",21.23,159,"50.32","80 이상",2953,"null"
"1022",10461,54.84,"2020-08-28 14:27:47.312",1.42,149,"47.15","여성",2952,"null"
"1023",8616,45.16,"2020-08-28 14:27:47.312",1.94,167,"52.85","남성",2951,"null"
"1024",390,2.08,"2020-08-27 10:17:45.881",0,0,"0.00","0-9",2928,"null"
"1025",1087,5.81,"2020-08-27 10:17:45.881",0,0,"0.00","10-19",2927,"null"
"1026",4170,22.29,"2020-08-27 10:17:45.881",0,0,"0.00","20-29",2926,"null"
"1027",2353,12.58,"2020-08-27 10:17:45.881",0.08,2,"0.64","30-39",2925,"null"
"1028",2527,13.51,"2020-08-27 10:17:45.881",0.16,4,"1.28","40-49",2924,"null"
"1029",3408,18.22,"2020-08-27 10:17:45.881",0.47,16,"5.11","50-59",2923,"null"
"1030",2709,14.48,"2020-08-27 10:17:45.881",1.51,41,"13.10","60-69",2922,"null"
"1031",1333,7.13,"2020-08-27 10:17:45.881",7.05,94,"30.03","70-79",2921,"null"
"1032",729,3.9,"2020-08-27 10:17:45.881",21.4,156,"49.84","80 이상",2920,"null"
"1033",10265,54.88,"2020-08-27 10:17:45.88",1.44,148,"47.28","여성",2919,"null"
"1034",8441,45.12,"2020-08-27 10:17:45.88",1.95,165,"52.72","남성",2918,"null"
"1035",381,2.09,"2020-08-26 10:21:16.781",0,0,"0.00","0-9",2906,"null"
"1036",1060,5.8,"2020-08-26 10:21:16.781",0,0,"0.00","10-19",2905,"null"
"1037",4118,22.55,"2020-08-26 10:21:16.781",0,0,"0.00","20-29",2904,"null"
"1038",2303,12.61,"2020-08-26 10:21:16.781",0.09,2,"0.64","30-39",2903,"null"
"1039",2457,13.45,"2020-08-26 10:21:16.781",0.16,4,"1.28","40-49",2902,"null"
"1040",3300,18.07,"2020-08-26 10:21:16.781",0.48,16,"5.13","50-59",2901,"null"
"1041",2644,14.48,"2020-08-26 10:21:16.78",1.55,41,"13.14","60-69",2900,"null"
"1042",1292,7.07,"2020-08-26 10:21:16.78",7.2,93,"29.81","70-79",2899,"null"
"1043",710,3.89,"2020-08-26 10:21:16.78",21.97,156,"50.00","80 이상",2898,"null"
"1044",10031,54.92,"2020-08-26 10:21:16.78",1.47,147,"47.12","여성",2897,"null"
"1045",8234,45.08,"2020-08-26 10:21:16.78",2,165,"52.88","남성",2896,"null"
"1046",368,2.05,"2020-08-25 10:24:14.555",0,0,"0.00","0-9",2884,"null"
"1047",1047,5.83,"2020-08-25 10:24:14.554",0,0,"0.00","10-19",2883,"null"
"1048",4081,22.74,"2020-08-25 10:24:14.554",0,0,"0.00","20-29",2882,"null"
"1049",2256,12.57,"2020-08-25 10:24:14.554",0.09,2,"0.65","30-39",2881,"null"
"1050",2415,13.46,"2020-08-25 10:24:14.554",0.17,4,"1.29","40-49",2880,"null"
"1051",3240,18.06,"2020-08-25 10:24:14.554",0.49,16,"5.16","50-59",2879,"null"
"1052",2587,14.42,"2020-08-25 10:24:14.554",1.58,41,"13.23","60-69",2878,"null"
"1053",1258,7.01,"2020-08-25 10:24:14.554",7.39,93,"30.00","70-79",2877,"null"
"1054",693,3.86,"2020-08-25 10:24:14.554",22.22,154,"49.68","80 이상",2876,"null"
"1055",9856,54.92,"2020-08-25 10:24:14.553",1.48,146,"47.10","여성",2875,"null"
"1056",8089,45.08,"2020-08-25 10:24:14.553",2.03,164,"52.90","남성",2874,"null"
"1057",353,2,"2020-08-24 10:21:08.13",0,0,"0.00","0-9",2862,"null"
"1058",1028,5.82,"2020-08-24 10:21:08.13",0,0,"0.00","10-19",2861,"null"
"1059",4040,22.87,"2020-08-24 10:21:08.13",0,0,"0.00","20-29",2860,"null"
"1060",2226,12.6,"2020-08-24 10:21:08.129",0.09,2,"0.65","30-39",2859,"null"
"1061",2382,13.48,"2020-08-24 10:21:08.129",0.17,4,"1.29","40-49",2858,"null"
"1062",3187,18.04,"2020-08-24 10:21:08.129",0.5,16,"5.18","50-59",2857,"null"
"1063",2537,14.36,"2020-08-24 10:21:08.129",1.62,41,"13.27","60-69",2856,"null"
"1064",1228,6.95,"2020-08-24 10:21:08.129",7.57,93,"30.10","70-79",2855,"null"
"1065",684,3.87,"2020-08-24 10:21:08.129",22.37,153,"49.51","80 이상",2854,"null"
"1066",9713,54.98,"2020-08-24 10:21:08.128",1.5,146,"47.25","여성",2853,"null"
"1067",7952,45.02,"2020-08-24 10:21:08.128",2.05,163,"52.75","남성",2852,"null"
"1068",344,1.98,"2020-08-23 10:24:13.605",0,0,"0.00","0-9",2840,"null"
"1069",1015,5.83,"2020-08-23 10:24:13.605",0,0,"0.00","10-19",2839,"null"
"1070",4010,23.05,"2020-08-23 10:24:13.605",0,0,"0.00","20-29",2838,"null"
"1071",2191,12.59,"2020-08-23 10:24:13.605",0.09,2,"0.65","30-39",2837,"null"
"1072",2343,13.47,"2020-08-23 10:24:13.605",0.17,4,"1.29","40-49",2836,"null"
"1073",3139,18.04,"2020-08-23 10:24:13.605",0.51,16,"5.18","50-59",2835,"null"
"1074",2485,14.28,"2020-08-23 10:24:13.605",1.65,41,"13.27","60-69",2834,"null"
"1075",1204,6.92,"2020-08-23 10:24:13.604",7.72,93,"30.10","70-79",2833,"null"
"1076",668,3.84,"2020-08-23 10:24:13.604",22.9,153,"49.51","80 이상",2832,"null"
"1077",9565,54.97,"2020-08-23 10:24:13.604",1.53,146,"47.25","여성",2831,"null"
"1078",7834,45.03,"2020-08-23 10:24:13.604",2.08,163,"52.75","남성",2830,"null"
"1079",328,1.93,"2020-08-22 10:16:28.557",0,0,"0.00","0-9",2818,"null"
"1080",980,5.76,"2020-08-22 10:16:28.556",0,0,"0.00","10-19",2817,"null"
"1081",3976,23.39,"2020-08-22 10:16:28.556",0,0,"0.00","20-29",2816,"null"
"1082",2151,12.65,"2020-08-22 10:16:28.556",0.09,2,"0.65","30-39",2815,"null"
"1083",2281,13.42,"2020-08-22 10:16:28.556",0.18,4,"1.29","40-49",2814,"null"
"1084",3057,17.98,"2020-08-22 10:16:28.556",0.52,16,"5.18","50-59",2813,"null"
"1085",2398,14.1,"2020-08-22 10:16:28.556",1.71,41,"13.27","60-69",2812,"null"
"1086",1177,6.92,"2020-08-22 10:16:28.556",7.9,93,"30.10","70-79",2811,"null"
"1087",654,3.85,"2020-08-22 10:16:28.556",23.39,153,"49.51","80 이상",2810,"null"
"1088",9325,54.85,"2020-08-22 10:16:28.556",1.57,146,"47.25","여성",2809,"null"
"1089",7677,45.15,"2020-08-22 10:16:28.555",2.12,163,"52.75","남성",2808,"null"
"1090",317,1.9,"2020-08-21 10:32:08.209",0,0,"0.00","0-9",2796,"null"
"1091",961,5.76,"2020-08-21 10:32:08.209",0,0,"0.00","10-19",2795,"null"
"1092",3921,23.52,"2020-08-21 10:32:08.209",0,0,"0.00","20-29",2794,"null"
"1093",2111,12.66,"2020-08-21 10:32:08.209",0.09,2,"0.65","30-39",2793,"null"
"1094",2233,13.4,"2020-08-21 10:32:08.208",0.18,4,"1.29","40-49",2792,"null"
"1095",2991,17.94,"2020-08-21 10:32:08.208",0.53,16,"5.18","50-59",2791,"null"
"1096",2342,14.05,"2020-08-21 10:32:08.208",1.75,41,"13.27","60-69",2790,"null"
"1097",1143,6.86,"2020-08-21 10:32:08.208",8.14,93,"30.10","70-79",2789,"null"
"1098",651,3.91,"2020-08-21 10:32:08.208",23.5,153,"49.51","80 이상",2788,"null"
"1099",9138,54.82,"2020-08-21 10:32:08.208",1.6,146,"47.25","여성",2787,"null"
"1100",7532,45.18,"2020-08-21 10:32:08.207",2.16,163,"52.75","남성",2786,"null"
"1101",311,1.9,"2020-08-20 10:25:55.815",0,0,"0.00","0-9",2774,"null"
"1102",942,5.76,"2020-08-20 10:25:55.815",0,0,"0.00","10-19",2773,"null"
"1103",3879,23.73,"2020-08-20 10:25:55.815",0,0,"0.00","20-29",2772,"null"
"1104",2071,12.67,"2020-08-20 10:25:55.814",0.1,2,"0.65","30-39",2771,"null"
"1105",2191,13.4,"2020-08-20 10:25:55.814",0.18,4,"1.30","40-49",2770,"null"
"1106",2930,17.92,"2020-08-20 10:25:55.814",0.55,16,"5.21","50-59",2769,"null"
"1107",2268,13.87,"2020-08-20 10:25:55.814",1.81,41,"13.36","60-69",2768,"null"
"1108",1109,6.78,"2020-08-20 10:25:55.814",8.21,91,"29.64","70-79",2767,"null"
"1109",645,3.95,"2020-08-20 10:25:55.814",23.72,153,"49.84","80 이상",2766,"null"
"1110",8962,54.83,"2020-08-20 10:25:55.814",1.61,144,"46.91","여성",2765,"null"
"1111",7384,45.17,"2020-08-20 10:25:55.813",2.21,163,"53.09","남성",2764,"null"
"1112",299,1.86,"2020-08-19 10:13:41.066",0,0,"0.00","0-9",2752,"null"
"1113",907,5.65,"2020-08-19 10:13:41.066",0,0,"0.00","10-19",2751,"null"
"1114",3849,23.97,"2020-08-19 10:13:41.066",0,0,"0.00","20-29",2750,"null"
"1115",2036,12.68,"2020-08-19 10:13:41.066",0.1,2,"0.65","30-39",2749,"null"
"1116",2159,13.45,"2020-08-19 10:13:41.066",0.19,4,"1.31","40-49",2748,"null"
"1117",2875,17.9,"2020-08-19 10:13:41.065",0.56,16,"5.23","50-59",2747,"null"
"1118",2220,13.82,"2020-08-19 10:13:41.065",1.85,41,"13.40","60-69",2746,"null"
"1119",1079,6.72,"2020-08-19 10:13:41.065",8.43,91,"29.74","70-79",2745,"null"
"1120",634,3.95,"2020-08-19 10:13:41.065",23.97,152,"49.67","80 이상",2744,"null"
"1121",8807,54.84,"2020-08-19 10:13:41.065",1.62,143,"46.73","여성",2743,"null"
"1122",7251,45.16,"2020-08-19 10:13:41.065",2.25,163,"53.27","남성",2742,"null"
"1123",285,1.81,"2020-08-18 10:15:34.907",0,0,"0.00","0-9",2730,"null"
"1124",890,5.65,"2020-08-18 10:15:34.907",0,0,"0.00","10-19",2729,"null"
"1125",3820,24.24,"2020-08-18 10:15:34.907",0,0,"0.00","20-29",2728,"null"
"1126",2004,12.71,"2020-08-18 10:15:34.907",0.1,2,"0.65","30-39",2727,"null"
"1127",2120,13.45,"2020-08-18 10:15:34.907",0.19,4,"1.31","40-49",2726,"null"
"1128",2817,17.87,"2020-08-18 10:15:34.907",0.57,16,"5.23","50-59",2725,"null"
"1129",2148,13.63,"2020-08-18 10:15:34.907",1.91,41,"13.40","60-69",2724,"null"
"1130",1050,6.66,"2020-08-18 10:15:34.907",8.67,91,"29.74","70-79",2723,"null"
"1131",627,3.98,"2020-08-18 10:15:34.906",24.24,152,"49.67","80 이상",2722,"null"
"1132",8619,54.69,"2020-08-18 10:15:34.906",1.66,143,"46.73","여성",2721,"null"
"1133",7142,45.31,"2020-08-18 10:15:34.906",2.28,163,"53.27","남성",2720,"null"
"1134",280,1.8,"2020-08-17 10:27:17.895",0,0,"0.00","0-9",2708,"null"
"1135",872,5.62,"2020-08-17 10:27:17.895",0,0,"0.00","10-19",2707,"null"
"1136",3803,24.51,"2020-08-17 10:27:17.895",0,0,"0.00","20-29",2706,"null"
"1137",1977,12.74,"2020-08-17 10:27:17.894",0.1,2,"0.66","30-39",2705,"null"
"1138",2093,13.49,"2020-08-17 10:27:17.894",0.19,4,"1.31","40-49",2704,"null"
"1139",2756,17.76,"2020-08-17 10:27:17.894",0.58,16,"5.25","50-59",2703,"null"
"1140",2081,13.41,"2020-08-17 10:27:17.894",1.97,41,"13.44","60-69",2702,"null"
"1141",1028,6.63,"2020-08-17 10:27:17.894",8.75,90,"29.51","70-79",2701,"null"
"1142",625,4.03,"2020-08-17 10:27:17.894",24.32,152,"49.84","80 이상",2700,"null"
"1143",8463,54.55,"2020-08-17 10:27:17.894",1.69,143,"46.89","여성",2699,"null"
"1144",7052,45.45,"2020-08-17 10:27:17.893",2.3,162,"53.11","남성",2698,"null"
"1145",275,1.8,"2020-08-16 10:38:23.532",0,0,"0.00","0-9",2686,"null"
"1146",859,5.61,"2020-08-16 10:38:23.532",0,0,"0.00","10-19",2685,"null"
"1147",3781,24.68,"2020-08-16 10:38:23.532",0,0,"0.00","20-29",2684,"null"
"1148",1950,12.73,"2020-08-16 10:38:23.532",0.1,2,"0.66","30-39",2683,"null"
"1149",2070,13.51,"2020-08-16 10:38:23.532",0.19,4,"1.31","40-49",2682,"null"
"1150",2718,17.74,"2020-08-16 10:38:23.532",0.59,16,"5.25","50-59",2681,"null"
"1151",2033,13.27,"2020-08-16 10:38:23.532",2.02,41,"13.44","60-69",2680,"null"
"1152",1014,6.62,"2020-08-16 10:38:23.532",8.88,90,"29.51","70-79",2679,"null"
"1153",618,4.03,"2020-08-16 10:38:23.532",24.6,152,"49.84","80 이상",2678,"null"
"1154",8341,54.45,"2020-08-16 10:38:23.531",1.71,143,"46.89","여성",2677,"null"
"1155",6977,45.55,"2020-08-16 10:38:23.531",2.32,162,"53.11","남성",2676,"null"
"1156",272,1.81,"2020-08-15 09:05:51.343",0,0,"0.00","0-9",2664,"null"
"1157",836,5.56,"2020-08-15 09:05:51.343",0,0,"0.00","10-19",2663,"null"
"1158",3742,24.88,"2020-08-15 09:05:51.343",0,0,"0.00","20-29",2662,"null"
"1159",1922,12.78,"2020-08-15 09:05:51.342",0.1,2,"0.66","30-39",2661,"null"
"1160",2035,13.53,"2020-08-15 09:05:51.342",0.2,4,"1.31","40-49",2660,"null"
"1161",2660,17.69,"2020-08-15 09:05:51.342",0.6,16,"5.25","50-59",2659,"null"
"1162",1977,13.15,"2020-08-15 09:05:51.342",2.07,41,"13.44","60-69",2658,"null"
"1163",983,6.54,"2020-08-15 09:05:51.342",9.16,90,"29.51","70-79",2657,"null"
"1164",612,4.07,"2020-08-15 09:05:51.342",24.84,152,"49.84","80 이상",2656,"null"
"1165",8164,54.29,"2020-08-15 09:05:51.342",1.75,143,"46.89","여성",2655,"null"
"1166",6875,45.71,"2020-08-15 09:05:51.341",2.36,162,"53.11","남성",2654,"null"
"1167",268,1.8,"2020-08-14 10:26:25.081",0,0,"0.00","0-9",2642,"null"
"1168",826,5.55,"2020-08-14 10:26:25.081",0,0,"0.00","10-19",2641,"null"
"1169",3710,24.94,"2020-08-14 10:26:25.081",0,0,"0.00","20-29",2640,"null"
"1170",1902,12.79,"2020-08-14 10:26:25.081",0.11,2,"0.66","30-39",2639,"null"
"1171",2011,13.52,"2020-08-14 10:26:25.081",0.2,4,"1.31","40-49",2638,"null"
"1172",2627,17.66,"2020-08-14 10:26:25.081",0.61,16,"5.25","50-59",2637,"null"
"1173",1948,13.1,"2020-08-14 10:26:25.08",2.1,41,"13.44","60-69",2636,"null"
"1174",972,6.54,"2020-08-14 10:26:25.08",9.26,90,"29.51","70-79",2635,"null"
"1175",609,4.09,"2020-08-14 10:26:25.08",24.96,152,"49.84","80 이상",2634,"null"
"1176",8068,54.25,"2020-08-14 10:26:25.08",1.77,143,"46.89","여성",2633,"null"
"1177",6805,45.75,"2020-08-14 10:26:25.08",2.38,162,"53.11","남성",2632,"null"
"1178",264,1.79,"2020-08-13 10:30:19.125",0,0,"0.00","0-9",2620,"null"
"1179",816,5.52,"2020-08-13 10:30:19.124",0,0,"0.00","10-19",2619,"null"
"1180",3696,25.02,"2020-08-13 10:30:19.124",0,0,"0.00","20-29",2618,"null"
"1181",1885,12.76,"2020-08-13 10:30:19.124",0.11,2,"0.66","30-39",2617,"null"
"1182",1995,13.51,"2020-08-13 10:30:19.124",0.2,4,"1.31","40-49",2616,"null"
"1183",2608,17.66,"2020-08-13 10:30:19.124",0.61,16,"5.25","50-59",2615,"null"
"1184",1933,13.09,"2020-08-13 10:30:19.124",2.12,41,"13.44","60-69",2614,"null"
"1185",966,6.54,"2020-08-13 10:30:19.124",9.32,90,"29.51","70-79",2613,"null"
"1186",607,4.11,"2020-08-13 10:30:19.124",25.04,152,"49.84","80 이상",2612,"null"
"1187",8016,54.27,"2020-08-13 10:30:19.123",1.78,143,"46.89","여성",2611,"null"
"1188",6754,45.73,"2020-08-13 10:30:19.123",2.4,162,"53.11","남성",2610,"null"
"1189",262,1.78,"2020-08-12 10:42:37.984",0,0,"0.00","0-9",2598,"null"
"1190",810,5.5,"2020-08-12 10:42:37.984",0,0,"0.00","10-19",2597,"null"
"1191",3685,25.04,"2020-08-12 10:42:37.984",0,0,"0.00","20-29",2596,"null"
"1192",1873,12.73,"2020-08-12 10:42:37.984",0.11,2,"0.66","30-39",2595,"null"
"1193",1990,13.52,"2020-08-12 10:42:37.984",0.2,4,"1.31","40-49",2594,"null"
"1194",2598,17.66,"2020-08-12 10:42:37.983",0.62,16,"5.25","50-59",2593,"null"
"1195",1927,13.1,"2020-08-12 10:42:37.983",2.13,41,"13.44","60-69",2592,"null"
"1196",964,6.55,"2020-08-12 10:42:37.983",9.34,90,"29.51","70-79",2591,"null"
"1197",605,4.11,"2020-08-12 10:42:37.983",25.12,152,"49.84","80 이상",2590,"null"
"1198",7991,54.31,"2020-08-12 10:42:37.983",1.79,143,"46.89","여성",2589,"null"
"1199",6723,45.69,"2020-08-12 10:42:37.983",2.41,162,"53.11","남성",2588,"null"
"1200",261,1.78,"2020-08-11 10:33:46.895",0,0,"0.00","0-9",2576,"null"
"1201",803,5.48,"2020-08-11 10:33:46.895",0,0,"0.00","10-19",2575,"null"
"1202",3681,25.11,"2020-08-11 10:33:46.895",0,0,"0.00","20-29",2574,"null"
"1203",1862,12.7,"2020-08-11 10:33:46.895",0.11,2,"0.66","30-39",2573,"null"
"1204",1978,13.49,"2020-08-11 10:33:46.895",0.2,4,"1.31","40-49",2572,"null"
"1205",2586,17.64,"2020-08-11 10:33:46.895",0.62,16,"5.25","50-59",2571,"null"
"1206",1925,13.13,"2020-08-11 10:33:46.894",2.13,41,"13.44","60-69",2570,"null"
"1207",961,6.56,"2020-08-11 10:33:46.894",9.37,90,"29.51","70-79",2569,"null"
"1208",603,4.11,"2020-08-11 10:33:46.894",25.21,152,"49.84","80 이상",2568,"null"
"1209",7971,54.37,"2020-08-11 10:33:46.894",1.79,143,"46.89","여성",2567,"null"
"1210",6689,45.63,"2020-08-11 10:33:46.894",2.42,162,"53.11","남성",2566,"null"
"1211",261,1.78,"2020-08-10 10:38:50.987",0,0,"0.00","0-9",2554,"null"
"1212",803,5.49,"2020-08-10 10:38:50.987",0,0,"0.00","10-19",2553,"null"
"1213",3675,25.13,"2020-08-10 10:38:50.986",0,0,"0.00","20-29",2552,"null"
"1214",1857,12.7,"2020-08-10 10:38:50.986",0.11,2,"0.66","30-39",2551,"null"
"1215",1974,13.5,"2020-08-10 10:38:50.986",0.2,4,"1.31","40-49",2550,"null"
"1216",2577,17.62,"2020-08-10 10:38:50.986",0.62,16,"5.25","50-59",2549,"null"
"1217",1918,13.11,"2020-08-10 10:38:50.986",2.14,41,"13.44","60-69",2548,"null"
"1218",958,6.55,"2020-08-10 10:38:50.986",9.39,90,"29.51","70-79",2547,"null"
"1219",603,4.12,"2020-08-10 10:38:50.986",25.21,152,"49.84","80 이상",2546,"null"
"1220",7957,54.4,"2020-08-10 10:38:50.986",1.8,143,"46.89","여성",2545,"null"
"1221",6669,45.6,"2020-08-10 10:38:50.985",2.43,162,"53.11","남성",2544,"null"
"1222",261,1.79,"2020-08-09 10:46:27.138",0,0,"0.00","0-9",2532,"null"
"1223",803,5.5,"2020-08-09 10:46:27.138",0,0,"0.00","10-19",2531,"null"
"1224",3671,25.15,"2020-08-09 10:46:27.138",0,0,"0.00","20-29",2530,"null"
"1225",1854,12.7,"2020-08-09 10:46:27.137",0.11,2,"0.66","30-39",2529,"null"
"1226",1971,13.5,"2020-08-09 10:46:27.137",0.2,4,"1.31","40-49",2528,"null"
"1227",2573,17.63,"2020-08-09 10:46:27.137",0.62,16,"5.25","50-59",2527,"null"
"1228",1905,13.05,"2020-08-09 10:46:27.137",2.15,41,"13.44","60-69",2526,"null"
"1229",957,6.56,"2020-08-09 10:46:27.137",9.4,90,"29.51","70-79",2525,"null"
"1230",603,4.13,"2020-08-09 10:46:27.137",25.21,152,"49.84","80 이상",2524,"null"
"1231",7943,54.41,"2020-08-09 10:46:27.137",1.8,143,"46.89","여성",2523,"null"
"1232",6655,45.59,"2020-08-09 10:46:27.136",2.43,162,"53.11","남성",2522,"null"
"1233",257,1.76,"2020-08-08 10:19:16.28",0,0,"0.00","0-9",2510,"null"
"1234",802,5.51,"2020-08-08 10:19:16.279",0,0,"0.00","10-19",2509,"null"
"1235",3664,25.16,"2020-08-08 10:19:16.279",0,0,"0.00","20-29",2508,"null"
"1236",1849,12.7,"2020-08-08 10:19:16.279",0.11,2,"0.66","30-39",2507,"null"
"1237",1968,13.51,"2020-08-08 10:19:16.279",0.15,3,"0.99","40-49",2506,"null"
"1238",2566,17.62,"2020-08-08 10:19:16.279",0.62,16,"5.26","50-59",2505,"null"
"1239",1898,13.03,"2020-08-08 10:19:16.279",2.16,41,"13.49","60-69",2504,"null"
"1240",957,6.57,"2020-08-08 10:19:16.279",9.4,90,"29.61","70-79",2503,"null"
"1241",601,4.13,"2020-08-08 10:19:16.279",25.29,152,"50.00","80 이상",2502,"null"
